Time (s),Acceleration_mm_s2,Velocity_mm_s,Displacement_mm
0.0,355.89433591416446,0.0,0.0
0.01,598.7005097417829,4.772974228279737,0.02374554678569169
0.02,745.3588741990925,11.493271147984114,0.10455138979867587
0.03,167.64745144720396,16.058302776215598,0.24109771312257605
0.04,-1813.23103476748,7.8303848596142185,0.3587384455452165
0.05,-4969.508244114447,-26.083311534795413,0.266136443108464
0.06,-8227.110002229305,-92.06640276651417,-0.3229890677560935
0.07,-10038.836968324897,-183.39613761928518,-1.6918002608366647
0.08,-9142.913848114678,-279.3048917014831,-3.9852788804033037
0.09,-5304.281561732938,-351.5408687507212,-7.103810144251003
0.1,429.45568171102417,-375.91499815083074,-10.687384031364969
0.11,6177.278238287749,-342.8813285508369,-14.209958836548942
0.12,10042.244114752251,-261.7837167856369,-17.147117642915155
0.13,10999.58427724472,-156.57457482565206,-19.142714555466743
0.14,9247.288794248798,-55.34020946818448,-20.10127703455125
0.15,6050.239334443434,21.14743117527668,-20.170879721385706
0.16,2966.42404929802,66.23074809398395,-19.635318880914202
0.17,1077.2125095963002,86.44893088845555,-18.777560883571994
0.18,639.5892740491456,95.03293980668278,-17.780800772445822
0.19,1028.5463190228686,103.37361777204285,-16.704824144629438
0.2,1420.8234986063655,115.62046686018903,-15.53180445286094
0.21,1220.1532636060344,128.82535067125102,-14.23802748837772
0.22,451.6469619561119,137.18435179906174,-12.843439081146023
0.23,-474.32062244742536,137.07098349660518,-11.41480159264435
0.24,-987.9321812469682,129.7597194781332,-10.030244837381805
0.25,-869.5802943314732,120.47215710024099,-8.735190027217486
0.26,-311.3063822032309,114.56772371756747,-7.522190670012802
0.27,235.3939949235084,114.18816178116886,-6.346519186306524
0.28,400.0442883500671,117.36535319753673,-5.162807853355932
0.29,147.50527320503082,120.10310100531223,-3.955588254429977
0.3,-258.8501133761075,119.54637680445684,-2.7435541610542273
0.31,-449.5892968467597,116.0041797533425,-1.5579723713739049
0.32,-224.0048940169477,112.63620879902396,-0.412696576469012
0.33,284.76466604034545,112.94000765914095,0.7116085832927034
0.34,742.8217897009778,118.07793993784756,1.8573648296712575
0.35,837.4796609948654,125.97944719132677,3.0622635064905435
0.36,500.4384047646759,132.66903752012448,4.333728400397561
0.37,-55.24407238590567,134.89500918201833,5.643190890738733
0.38,-485.2380602544053,132.19259851881677,6.9437357845966945
0.39,-575.9172648791929,126.88682189314878,8.19793722222324
0.4,-415.3305643179689,121.93058274716297,9.394814124197676
0.41,-264.0184556597539,118.53383764727435,10.544150545039015
0.42,-381.1980203629767,115.3077552671607,11.654791717063132
0.43,-839.6982241156018,109.20327404476781,12.71346012930466
0.44,-1412.3184203052774,97.94319082266341,13.680446491373607
0.45,-1738.364198458099,82.18977772884652,14.508205777460502
0.46,-1605.3126045962788,65.47139371357463,15.170279076499245
0.47,-1073.557861713915,52.07704138202366,15.679231145717353
0.48,-453.1107049825873,44.44369854854115,16.08102567114333
0.49,-97.7797620947301,41.68924621315456,16.429131942977047
0.5,-154.53829822390884,40.42765591156137,16.75551787133263
0.51,-446.1792790832496,37.424068025025576,17.059052608560485
0.52,-590.1882804475807,32.24223022737142,17.320347179323353
0.53,-340.38888451503084,27.589344402558364,17.53140752721064
0.54,265.715235404373,27.215976157005073,17.716406959358416
0.55,867.9952127775109,32.884528397914494,17.926824934722344
0.56,1034.3657760984029,42.396333342294064,18.211713097206275
0.5700000000000001,577.2974718149104,50.45464958186063,18.582588171767917
0.58,-254.84958773757725,52.066889002247294,18.999719885365014
0.59,-936.3588738697956,46.11084669421043,19.393155521028067
0.6,-1005.2792443352896,36.402656103185,19.70669441983997
0.61,-481.17138105187297,28.97040297624919,19.93339191666095
0.62,44.65589571660416,26.787825549572844,20.111122143993608
0.63,-297.88696045691535,25.521670225871286,20.270806274756474
0.64,-2098.4048597343062,13.540211124915178,20.363785103102853
0.65,-5145.524182460834,-22.67943408606052,20.21649854335564
0.66,-8329.385584577127,-90.05398292125032,19.554567301027493
0.67,-10099.092134104088,-182.1963715146564,18.10234895120372
0.68,-9171.86829497887,-278.5511736600712,15.71961816920343
0.6900000000000001,-5330.079022494154,-351.0609102474363,12.508699960917566
0.7000000000000001,412.27356650669697,-375.6499375273736,8.830769993433298
0.71,6168.920008563428,-342.743969652023,5.212606455248634
0.72,10038.678649883506,-261.70597635978834,2.179404941563629
0.73,10994.228324223572,-156.54144148925295,0.08772701305683028
0.74,9252.047011464809,-55.31006481081104,-0.9666728658512721
0.75,6058.264603497476,21.241493264000383,-1.1313306449673988
0.76,2964.0803561316206,66.35321806214586,-0.6898903028949842
0.77,1089.6173824303685,86.6217067549558,0.0746093995845716
0.78,633.4753180127839,95.23717025717156,0.9789842657219825
0.79,1033.1555235141866,103.5703244648064,1.9631566306352128
0.8,1426.9427900607782,115.87081603268123,3.0450605214570383
0.81,1227.978915563999,129.1454245608051,4.248791015802347
0.8200000000000001,441.5228882469716,137.49293357985997,5.554072892473144
0.8300000000000001,-467.2257584045134,137.36441922907227,6.893717858235215
0.84,-987.8860850754056,130.08886001167266,8.189829333166742
0.85,-872.5100718205315,120.78687922719298,9.396986989214266
0.86,-311.933643489088,114.86466065064488,10.52236846516044
0.87,231.4595222702825,114.46229004455085,11.610658202543235
0.88,402.16670100332817,117.63042116091891,12.707266149777732
0.89,154.06188305972492,120.41156408123418,13.827988695608555
