Time (s),Acceleration_mm_s2,Velocity_mm_s,Displacement_mm
0.0,462.6099178345572,0.0,0.0
0.01,770.6369125989735,6.166234152167654,0.03083117076083827
0.02,951.5765047691604,14.777301239008324,0.13554884771671816
0.03,215.67394384883096,20.613553482098283,0.3125031213222512
0.04,-2298.0180222549643,10.201833090067616,0.4665800541830807
0.05,-6328.100065106423,-32.928757346739324,0.35294543289972213
0.06,-10476.01916609556,-116.94935350274926,-0.3964451213477208
0.07,-12771.633039233857,-233.18761452939634,-2.147129961508449
0.08,-11633.039296056508,-355.21097620584817,-5.089122915184672
0.09,-6746.296362113321,-447.1076544966973,-9.100716068697398
0.1,540.7683280978792,-478.13529466677454,-13.726930814514757
0.11,7859.500267643565,-436.1339516880673,-18.298277046288966
0.12,12782.761896076843,-332.9226408694653,-22.14356000907663
0.13,13994.47209459102,-199.03647091612598,-24.803355568004587
0.14,11776.706847580645,-70.18057620526767,-26.149440803611554
0.15,7705.518516694906,27.23055061611008,-26.364190931557342
0.16,3774.317939115623,84.62973289516273,-25.80488951400098
0.17,1384.9411716951704,110.4260284492167,-24.829610707279084
0.18,794.5033568907038,121.32325109214608,-23.67086430957227
0.19,1315.7618177709603,131.8745769654544,-22.404875169284267
0.2,1812.8491584050053,147.5176318463342,-21.007914125225323
0.21,1560.8884117826556,164.3863196972725,-19.44839436750729
0.22,560.7853035062045,174.9946882737168,-17.751489327652344
0.23,-603.7810386007992,174.77970959824384,-16.00261733829254
0.24,-1255.3733217749057,165.48393779636532,-14.301299101319495
0.25,-1100.2509436718033,153.70581646913178,-12.70535032999201
0.26,-397.1983973152503,146.2185697641965,-11.205728398825368
0.27,302.66996933409206,145.74592762429072,-9.745905911882932
0.28,512.686600412224,149.82271047302228,-8.268062721396367
0.29,183.6958763991161,153.30462285707898,-6.752426054745861
0.3,-330.803850526864,152.56908298644024,-5.223057525528265
0.31,-565.9195575783185,148.08546594591434,-3.719784780866492
0.32,-287.4118776452069,143.8188087697967,-2.260263407287937
0.33,364.4339149188182,144.20391895616476,-0.8201497686581296
0.34,955.8831039317392,150.80550405041754,0.654897346374782
0.35,1062.128484365517,160.89556199190383,2.213402676586389
0.36,639.0844128616709,169.40162647803976,3.864888618936107
0.37,-67.29909079416674,172.2605530883773,5.5731995167681925
0.38,-605.9088248286726,168.8945135102631,7.278974849761394
0.39,-735.1050786683807,162.18944399277783,8.934394637276599
0.4,-528.160617275103,155.8731155130604,10.52470743480579
0.41,-328.9883761884759,151.58737054574252,12.062009865099805
0.42,-479.7856545753274,147.5435003919235,13.557664219788135
0.43,-1080.0086749377244,139.74452874435823,14.994104365469543
0.44,-1795.1101470889346,125.36893463422494,16.319671682362458
0.45,-2215.98580035465,105.31345489700702,17.473083630018618
0.46,-2047.538513036576,83.99583333005089,18.419630071153907
0.47,-1371.4734001367256,66.90077376418438,19.174113106625082
0.48,-580.8825516528847,57.13899400523633,19.794311945472185
0.49,-124.18557579860511,53.61365336797888,20.34807518233826
0.5,-191.7159419573564,52.03414577919907,20.87631417807415
0.51,-568.2519143712655,48.23430649755596,21.377656439457926
0.52,-754.5978276747228,41.62005778732602,21.826928260882337
0.53,-441.9438214165688,35.63734954186956,22.213215297528315
0.54,335.86241520460004,35.106942510809716,22.566936757791712
0.55,1107.865307109104,42.32558112237824,22.954099375957654
0.56,1314.1988706062427,54.435902010954976,23.43790679162432
0.5700000000000001,742.404207506973,64.71891740152105,24.033680888686703
0.58,-319.3710958547298,66.83408295978226,24.69144589049322
0.59,-1195.2861306881282,59.26079682706798,25.32192028942747
0.6,-1278.7752265486738,46.89049004088397,25.85267672376723
0.61,-616.577469318514,37.41372656154803,26.27419780677939
0.62,51.41513713494249,34.587914900630174,26.63420601409028
0.63,-378.3929915704828,32.95302562845247,26.971910716735696
0.64,-2669.7425896638715,17.7123477222807,27.225237583489363
0.65,-6545.384573733452,-28.36328809470591,27.171982881627237
0.66,-10616.20950821196,-114.17125850443297,26.45931014863154
0.67,-12852.72840461156,-231.51594806855059,24.730874115766625
0.68,-11675.927161286878,-354.1592258980428,21.80249824593366
0.6900000000000001,-6778.063587752959,-446.429179643242,17.799556218227234
0.7000000000000001,532.7313191678551,-477.6558409861675,13.179131115080187
0.71,7846.695838485863,-435.7587051978989,8.612058384159855
0.72,12776.732931932353,-332.6415613458078,4.770057051441322
0.73,13995.291220980833,-198.7814405812419,2.1129420418060736
0.74,11768.518243522729,-69.96239325872409,0.7692228726062436
0.75,7706.816233238736,27.41427912508324,0.5564823019380393
0.76,3774.2939430466895,84.81983000651036,1.1176528475960072
0.77,1379.857619451619,110.5905878190019,2.0947049367235686
0.78,813.8008312400281,121.55888007246013,3.255452276180879
0.79,1313.3121594322524,132.19444502582152,4.524218901672287
