Time (s),Acceleration_mm_s2,Velocity_mm_s,Displacement_mm
0.0,355.89433591416446,0.0,0.0
0.01,598.7005097417829,5.987005097417828,0.029935025487089144
0.02,745.3588741990925,13.440593839408754,0.12707302017122205
0.03,167.64745144720396,15.117068353880793,0.26986133113766975
0.04,-1813.23103476748,-3.0152419937940067,0.3303704629381037
0.05,-4969.508244114447,-23.426810859972655,0.051742630794441274
0.06,-8227.110002229305,-105.69791088226572,-0.5938809779167505
0.07,-10038.836968324897,-206.0862805655147,-2.1528019351556527
0.08,-9142.913848114678,-297.51541904666146,-4.670810433216534
0.09,-5304.281561732938,-350.55823466399085,-7.911178701769796
0.1,429.45568171102417,-191.7768061921185,-11.395288264324153
0.11,6177.278238287749,-130.004023809241,-13.00419241433095
0.12,10042.244114752251,-29.581582661718485,-13.802120446685748
0.13,10999.58427724472,80.4142601107287,-13.547957059440698
0.14,9247.288794248798,172.8871480532167,-12.281450018620971
0.15,6050.239334443434,137.59927610745865,-10.250066571366633
0.16,2966.42404929802,167.26351660043883,-8.725752607827145
0.17,1077.2125095963002,178.03564169640183,-6.999256816342942
0.18,639.5892740491456,184.4315344368933,-5.186920935676466
0.19,1028.5463190228686,194.71699762712197,-3.2911782753563896
0.2,1420.8234986063655,125.82591680766794,-1.2729671241548515
0.21,1220.1532636060344,138.02744944372827,0.04629970710212973
0.22,451.6469619561119,142.5439190632894,1.449156549637218
0.23,-474.32062244742536,137.80071283881514,2.850879709147741
0.24,-987.9321812469682,127.92139102634546,4.179490228473544
0.25,-869.5802943314732,72.35674643775127,5.4152251240204246
0.26,-311.3063822032309,69.24368261571897,6.123227269287775
0.27,235.3939949235084,71.59762256495405,6.827433795191141
0.28,400.0442883500671,75.59806544845472,7.563412235258184
0.29,147.50527320503082,77.07311818050502,8.326768153402984
0.3,-258.8501133761075,45.33146908007951,9.08455682953923
0.31,-449.5892968467597,40.835576111611914,9.515392055497687
0.32,-224.0048940169477,38.595527171442434,9.91254757191296
0.33,284.76466604034545,41.44317383184589,10.3127410769294
0.34,742.8217897009778,48.87139172885567,10.764313904732909
0.35,837.4796609948654,34.876477242591164,11.294901805071209
0.36,500.4384047646759,39.880861290237924,11.668688497735353
0.37,-55.24407238590567,39.32842056637887,12.064734907018437
0.38,-485.2380602544053,34.476039963834815,12.433757209669507
0.39,-575.9172648791929,28.716867315042887,12.749721746063894
0.4,-415.3305643179689,14.970813429321884,13.016123890998426
0.41,-264.0184556597539,12.330628872724345,13.152631102508657
0.42,-381.1980203629767,8.518648669094578,13.256877490217752
0.43,-839.6982241156018,0.12166642793856042,13.300079065702917
0.44,-1412.3184203052774,-14.001517775114214,13.23067980896704
0.45,-1738.364198458099,-19.131138167910674,13.003746421292993
0.46,-1605.3126045962788,-35.18426421387346,12.732169409384072
0.47,-1073.557861713915,-45.91984283101261,12.326648874159641
0.48,-453.1107049825873,-50.45094988083848,11.844794910600386
0.49,-97.7797620947301,-51.42874750178578,11.335396423687264
0.5,-154.53829822390884,-32.29263531379313,10.813382033758211
0.51,-446.1792790832496,-36.754428104625624,10.468146716666118
0.52,-590.1882804475807,-42.656310909101435,10.071093021597482
0.53,-340.38888451503084,-46.06019975425174,9.627510468280716
0.54,265.715235404373,-43.40304740020801,9.180194232508418
0.55,867.9952127775109,-21.167360148006267,8.789563519145213
0.56,1034.3657760984029,-10.823702387022239,8.62960820647007
0.5700000000000001,577.2974718149104,-5.050727668873135,8.550236056190593
0.58,-254.84958773757725,-7.599223546248908,8.486986300114983
0.59,-936.3588738697956,-16.962812284946864,8.364176120959003
0.6,-1005.2792443352896,-16.468959532844472,8.14428403589277
0.61,-481.17138105187297,-21.2806733433632,7.955535871511732
0.62,44.65589571660416,-20.83411438619716,7.744961932863931
0.63,-297.88696045691535,-23.812983990766313,7.521726440979113
0.64,-2098.4048597343062,-44.797032588109374,7.178676358084735
0.65,-5145.524182460834,-58.67642687480005,6.4734298230805996
0.66,-8329.385584577127,-141.97028272057133,5.470196275103743
0.67,-10099.092134104088,-242.96120406161222,3.545538841192825
0.68,-9171.86829497887,-334.6798870114009,0.657333385827759
0.6900000000000001,-5330.079022494154,-387.98067723634244,-2.955969435410958
0.7000000000000001,412.27356650669697,-234.00418856824365,-6.815162529449048
0.71,6168.920008563428,-172.31498848260935,-8.846758414703313
0.72,10038.678649883506,-71.92820198377429,-10.06797436703523
0.73,10994.228324223572,38.01408125846143,-10.237544970661796
0.74,9252.047011464809,130.53455137310954,-9.394801807503942
0.75,6058.264603497476,116.50727203904772,-7.786543063597972
0.76,2964.0803561316206,146.14807560036394,-6.473266325400914
0.77,1089.6173824303685,157.0442494246676,-4.957304700275756
0.78,633.4753180127839,163.37900260479546,-3.3551884401284404
0.79,1033.1555235141866,173.71055783993734,-1.6697406379047766
0.8,1426.9427900607782,114.5948073393713,0.13871207999763577
0.81,1227.978915563999,126.87459649501129,1.346059099169549
0.8200000000000001,441.5228882469716,131.289825377481,2.6368812085320106
0.8300000000000001,-467.2257584045134,126.61756779343588,3.926418174386595
0.84,-987.8860850754056,116.73870694268183,5.143199548067184
0.85,-872.5100718205315,65.84636653411431,6.266961113902975
0.86,-311.933643489088,62.72703009922343,6.909828097069664
0.87,231.4595222702825,65.04162532192625,7.548671374175412
0.88,402.16670100332817,69.06329233195953,8.219195962444841
0.89,154.06188305972492,70.60391116255678,8.917531979917424
0.9,-262.176242948674,41.44271936336331,9.610462279395557
0.91,-439.5836146922039,37.04688321644127,10.002910292294581
0.92,-222.54949448253348,34.82138827161594,10.362251649734867
0.93,285.8493614839404,37.67988188645534,10.724758000525224
0.94,745.0844338403533,45.130726224858876,11.138811041081796
0.95,839.9295969841031,32.63253287345427,11.63211478317959
0.96,492.95858126254313,37.5621186860797,11.98308804097726
0.97,-51.43857624687042,37.047732923610994,12.356137299025713
0.98,-486.0291794218944,32.18744112939205,12.702313169290727
0.99,-578.9922464198497,26.39751866519355,12.995237968263655
1.0,-413.8394974345295,13.56942436679877,13.238521180043865
1.01,-257.739590691731,10.99202845988146,13.361328444177266
1.02,-386.7415916894698,7.124612542986762,13.451911649191606
1.03,-846.2638890620358,-1.3380263476335958,13.480844580168371
1.04,-1409.7146331473184,-15.43517267910678,13.39697858503467
1.05,-1740.2897978667288,-20.018475245258294,13.155612368350265
1.06,-1607.370744993607,-36.09218269519437,12.875059078648002
1.07,-1075.8099181911905,-46.85028187710627,12.460346755786498
1.08,-449.6477587953952,-51.346759465060224,11.969361549075666
1.09,-98.81748861415844,-52.33493435120181,11.450953079994354
1.1,-161.05785269320685,-32.88582102761363,10.919550843847675
1.11,-436.68731220338367,-37.25269414964747,10.56885826796137
1.12,-595.1697044285473,-43.20439119393294,10.166572841243468
1.13,-345.2763912928347,-46.65715510686129,9.717265109739497
1.14,264.91691742608737,-44.00798593260041,9.263939404542189
1.15,870.9708125019002,-21.518246556395567,8.867408085841278
1.16,1037.4965642963425,-11.143280913432141,8.70410044849214
1.17,581.3078449457466,-5.330202463974675,8.621733031605107
1.18,-251.59080804118875,-7.846110544386562,8.5558514665633
1.19,-938.3579881216708,-17.22969042560327,8.43047246171335
1.2,-1009.164826667008,-16.655410370613918,8.207717316123967
1.21,-488.2943581862242,-21.53835395247616,8.016748494508517
1.22,42.10676451423964,-21.117286307333764,7.803470293209467
1.23,-297.47059730758883,-24.091992280409652,7.57742390027075
1.24,-2101.5051208906443,-45.1070434893161,7.231428721422121
1.25,-5145.828008418463,-58.86736041134016,6.523066886108037
1.26,-8332.884333260934,-142.1962037439495,5.517749065331588
1.27,-10100.787106220096,-243.20407480615046,3.590747672581089
1.28,-9173.07675981422,-334.9348424042927,0.7000530865288734
1.29,-5322.255793108298,-388.15740033537566,-2.9154081271694685
1.3,413.09107472819016,-234.1070783347684,-6.776327576786816
1.31,6167.382513174706,-172.43325320302134,-8.809029234475764
1.32,10035.321901423997,-72.08003418878137,-10.031595671434777
1.33,10996.411679327126,37.88408260448989,-10.202575429356235
1.34,9249.509002743294,130.37917263192284,-9.361259153174172
1.35,6053.686618406507,116.38466945995076,-7.754783095934618
1.36,2965.258335604356,146.03725281599432,-6.442673484554892
1.37,1092.5821778778657,156.963074594773,-4.927671847501056
1.38,635.5229698063957,163.31830429283696,-3.3262649530630064
1.39,1038.338766765108,173.70169196048803,-1.6411649717963814
1.4,1423.589090005625,114.5689675733843,0.16703140230878016
1.41,1233.177611175314,126.90074368513744,1.374379958601389
1.42,442.8038613483129,131.32878229862058,2.6655275885201792
1.43,-470.69293359832574,126.62185296263732,3.955280764826469
1.44,-980.4775252946904,116.81707770969041,5.172475418188108
1.45,-867.7233659769253,65.92332463669136,6.297260026986166
1.46,-316.3886033755115,62.75943860293625,6.940673843184304
1.47,238.4417548054048,65.1438561509903,7.580190316953937
1.48,398.56005389225743,69.12945668991287,8.251556881158452
1.49,150.63725385504063,70.63582922846328,8.950383310750333
1.5,-259.36480801751594,41.479316307845494,9.643773362634091
1.51,-444.6912637727428,37.032403670118065,10.03633196252391
1.52,-223.57628195588848,34.79664085055918,10.395477185127296
1.53,292.86089755585624,37.72524982611774,10.758086638510681
1.54,745.9940853307857,45.185190679425595,11.172638841038397
1.55,834.1567206076463,32.63054305134035,11.666198583863034
1.56,499.331845276268,37.623861504103026,12.017470606640252
1.57,-53.12185365619067,37.09264296754112,12.391053128998474
1.58,-484.54200178605856,32.247222949680534,12.73775245858458
