Time (s),Acceleration_mm_s2,Velocity_mm_s,Displacement_mm
0.0,130.55211201106982,0.0,0.0
0.01,70.04568475845271,1.0029889838476127,0.005014944919238064
0.02,-210.7846852553204,0.29929398136327434,0.0115263597452925
0.03,-994.5685815864906,-5.727472352845781,-0.01561453211212003
0.04,-2430.0981730271624,-22.850806125914048,-0.15850592450591916
0.05,-4860.8305626714255,-59.30544980440699,-0.5692872041575243
0.06,-8008.468511635356,-123.6519451759409,-1.4840741790592638
0.07,-9651.431666356357,-211.95144606589946,-3.162091135268466
0.08,-7135.882095996281,-295.88801487766267,-5.701288439986277
0.09,-1444.7507769948454,-338.7911792426183,-8.874684410587681
0.1,3286.1300547701603,-329.5842828537417,-12.216561721069482
0.11,5570.971358019336,-285.2987757897942,-15.290977014287161
0.12,6926.514654847885,-222.8113457254581,-17.831527621863422
0.13,7516.722406646179,-150.59516041798778,-19.69856015258065
0.14,6721.855023624621,-79.40227326663378,-20.848547321003757
0.15,4952.941743160368,-21.028289432708846,-21.35070013450047
0.16,2973.012860518559,18.60148358568579,-21.362834163735585
0.17,1343.6329713420462,40.184712744988815,-21.068903182082213
0.18,619.5433119776038,50.00059416158707,-20.617976647549334
0.19,819.7094580488858,57.19685801171951,-20.0819893866828
0.2,1322.0643868499235,67.90572723621356,-19.456476460443135
0.21,1407.5232775436216,81.5536655581813,-18.70917949647116
0.22,809.4490391385945,92.63852714159238,-17.83821853297229
0.23,-36.41148723577847,96.50371490110646,-16.892507322758796
0.24,-497.343234168954,93.8349412940828,-15.940814041782849
0.25,-461.6507138958637,89.0399715537587,-15.026439477543642
0.26,-232.9277900554673,85.56707903400205,-14.153404224604838
0.27,-172.88297637713362,83.53802520183905,-13.307878703425633
0.28,-346.6673394641466,80.94027362263265,-12.485487209303274
0.29,-508.0102862600825,76.6668854940115,-11.697451413720053
0.3,-436.50021535682674,71.94433298592695,-10.95439532132036
0.31,-266.9239552061308,68.42721213311216,-10.252537595725165
0.32,-43.00224092114116,66.8775811524758,-9.576013629297226
0.33,439.95852091185344,68.86236255242936,-8.8973139107727
0.34,998.4382224255786,76.05434626911652,-8.172730366664972
0.35,1006.4350621567128,86.07871269202798,-7.3620650718592495
0.36,438.1708604421375,93.30174230502223,-6.465162796873998
0.37,-124.6743486301118,94.86922486408235,-5.524307961028475
0.38,-389.6680754952752,92.29751274345541,-4.588474272990786
